,PWSID,COUNTY_SERVED
543101,DE00A0377,
543160,KS2009302,Kearny
543161,KS2009302,
543164,KS2014305,Ottawa
543165,KS2014305,
543205,MD1060070,Carroll
543236,ID4200023,Elmore
543237,ID4200026,Elmore
543258,WV9947044,Tucker
543259,WV9947044,
543279,KS2013310,Neosho
543280,KS2013310,
543289,KS2001308,Brown
543290,KS2001308,
543297,KS2007304,Greenwood
543298,KS2007304,
543301,KS2005540,Finney
543302,KS2005540,
543360,MD1101341,Frederick
543378,KS2003101,
543381,KS2008906,Jewell
543382,KS2008906,
543394,MD1061221,Carroll
543412,KS2005710,Ford
543413,KS2005710,
543414,KS2004301,Doniphan
543415,KS2004301,
543427,KS2004507,Douglas
543428,KS2004507,
543435,KS2001510,Butler
543436,KS2001510,
543437,KS2014101,Osborne
543438,KS2014101,
543463,KS2000510,Atchison
543465,KS2000510,
543466,KS2000506,Atchison
543467,KS2000506,
543471,KS2015301,Rawlins
543472,KS2015301,
543488,ID4200054,Elmore
543502,NM3590530,Torrance
543503,NM3590530,
543514,ID4430033,Valley
543540,KS2020512,
543541,KS2020514,Wilson
543542,KS2020514,
543543,KS2020504,Wilson
543544,KS2020504,
543547,KS2020516,Wilson
543548,KS2020516,
543549,KS2020506,Wilson
543550,KS2020506,
543561,KS2004117,Dickinson
543647,MD1061263,Carroll
543656,MD1061276,Carroll
543675,MD1061318,Carroll
543716,KS2010503,Lincoln
543717,KS2010503,
543723,KS2000907,Barton
543724,KS2000907,
543729,KS2002109,Cherokee
543730,KS2002109,
543737,KS2019115,Sumner
543738,KS2019115,
543739,KS2015704,Republic
543740,KS2015704,
543741,KS2012301,Mitchell
543742,KS2012301,
543745,KS2014902,Pottawatomie
543746,KS2014902,
543755,KS2010504,Lincoln
543756,KS2010504,
543761,KS2010701,Linn
543762,KS2010701,
543789,KS2004117,
543790,KS2020703,Woodson
543791,KS2020703,
543792,KS2016307,Rooks
543793,KS2016307,
543794,KS2020702,Woodson
543795,KS2020702,
543804,KS2010711,Linn
543805,KS2010711,
543818,KS2020106,Washington
543819,KS2020106,
543832,KS2013322,Wilson
543833,KS2013322,
543834,KS2017348,Sumner
543835,KS2017348,
543836,KS2017717,Shawnee
543837,KS2017717,
543838,KS2000511,Atchison
543839,KS2000511,
543842,KS2001910,Chautauqua
543843,KS2001910,
543955,MD1031039,Baltimore
544079,DE0000464,Sussex
544080,DE0000464,
544146,MD1091175,Dorchester
544204,ID6060077,Bingham
544209,ID6060084,Bingham
544213,ID6060089,Bingham
544222,KS2011503,Marion
544223,KS2011503,
544226,KS2005709,Ford
544227,KS2005709,
544232,KS2006114,Geary
544233,KS2006114,
544234,KS2001104,Bourbon
544235,KS2001104,
544242,KS2005905,
544243,KS2005915,Franklin
544244,KS2005915,
544245,KS2005905,Franklin
544246,KS2005911,Franklin
544247,KS2005911,
544248,KS2005913,Franklin
544249,KS2005913,
544340,ID5160072,Cassia
544379,WV3301613,Hardy
544380,WV3301613,
544385,WV3302536,Marion
544386,WV3302536,
544399,WV3301819,Jackson
544400,WV3301819,
544416,MD1061113,Carroll
544470,ID5070020,Blaine
544485,KS2005909,Franklin
544486,KS2005909,
544487,KS2020513,Wilson
544488,KS2020513,
544489,KS2003720,Crawford
544490,KS2003720,
544499,KS2013308,Neosho
544500,KS2013308,
544501,KS2011312,McPherson
544502,KS2011312,
544505,KS2005511,Finney
544506,KS2005511,
544513,KS2000304,Anderson
544514,KS2000304,
544517,KS2018301,Smith
544518,KS2018301,
544519,KS2006103,Geary
544520,KS2006103,
544521,KS2006105,Geary
544522,KS2006105,
544531,KS2014708,Phillips
544532,KS2014708,
544624,DE0020080,Kent
544625,DE0020080,
544653,WV3304152,Raleigh
544654,WV3304152,
544682,WV3302208,Lincoln
544707,DE0000608,Sussex
544708,DE0000608,
544730,ID5070087,Blaine
544740,ID5160003,Cassia
544763,PA7360693,Lancaster
544779,KS2004906,Elk
544780,KS2004906,
544789,KS2001911,Chautauqua
544790,KS2001911,
544793,KS2108303,Hodgeman
544794,KS2108303,
544835,KS2015905,Rice
544836,KS2015905,
544839,KS2001505,Butler
544840,KS2001505,
544874,KS2012307,Mitchell
544934,MD1031146,Baltimore
545005,KS2015510,
545006,KS2015518,Reno
545007,KS2015518,
545008,KS2015516,Reno
545009,KS2015516,
545016,KS2015711,Republic
545017,KS2015711,
545018,KS2015709,Republic
545019,KS2015709,
545020,KS2001302,Brown
545021,KS2001302,
545026,KS2005904,Franklin
545027,KS2005904,
545034,KS2009919,Labette
545035,KS2009919,
545036,KS2002123,Cherokee
545037,KS2002123,
545050,MD1031311,Baltimore
545107,KS2012307,
545110,KS2018303,Smith
545111,KS2018303,
545116,KS2004105,Dickinson
545117,KS2004105,
545127,KS2005712,Ford
545128,KS2005712,
545137,KS2014917,Pottawatomie
545138,KS2014917,
545139,KS2018502,Stafford
545140,KS2018502,
545141,KS2115513,Reno
545142,KS2115513,
545145,KS2013316,Neosho
545146,KS2013316,
545149,KS2015902,Rice
545150,KS2015902,
545151,KS2016304,Rooks
545152,KS2016304,
545179,ID6150003,Caribou
545204,MD1031232,Baltimore
545240,ID7300042,Lemhi
545271,KS2001301,Brown
545272,KS2001301,
545281,KS2016303,Rooks
545282,KS2016303,
545285,KS2016308,Rooks
545286,KS2016308,
545293,KS2014502,Pawnee
545294,KS2014502,
545295,KS2016506,Rush
545296,KS2016506,
545307,KS2016703,Russell
545308,KS2016703,
545344,LA1049024,Jackson Parish
545349,WV3301811,Jackson
545350,WV3301811,
545353,WV3301817,Jackson
545354,WV3301817,
545357,WV3301905,Jefferson
545358,WV3301905,
545367,WV3301933,Jefferson
545368,WV3301933,
545373,WV3301947,Jefferson
545374,WV3301947,
545377,WV3301963,Jefferson
545378,WV3301963,
545384,WV3302031,Kanawha
545385,WV3302031,
545388,WV3302103,Lewis
545389,WV3302103,
545392,WV3302202,Lincoln
545393,WV3302202,
545426,ID6210001,Franklin
545440,ID6210015,Franklin
545448,ID6210029,Franklin
545465,ID6390018,Power
545471,KS2012305,Mitchell
545472,KS2012305,
545479,KS2018102,Sherman
545480,KS2018102,
545483,KS2006303,Gove
545484,KS2006303,
545485,KS2006302,Gove
545486,KS2006302,
545487,KS2006106,Geary
545488,KS2006106,
545495,KS2000305,Anderson
545496,KS2000305,
545595,TX0640054,Dimmit
545606,OK2002470,Garfield
545656,MD1230082,Worcester
545701,MD0150002,Montgomery
545721,MD1150016,Montgomery
545726,MD1150038,Montgomery
545732,KS2005116,Ellis
545733,KS2005116,
545742,KS2004102,Dickinson
545743,KS2004102,
545745,KS2001305,Brown
545751,KS2001305,
545754,KS2004306,Doniphan
545755,KS2004306,
545756,KS2006503,Graham
545757,KS2006503,
545758,KS2005530,Finney
545759,KS2005530,
545760,KS2011505,Marion
545761,KS2011505,
545768,KS2005305,Ellsworth
545769,KS2005305,
545770,KS2004101,Dickinson
545771,KS2004101,
545772,KS2007101,Greeley
545773,KS2007101,
545776,KS2004901,Elk
545777,KS2004901,
545797,MD0030202,Baltimore
545803,MD0040004,Calvert
545809,MD0100011,Frederick
545823,MD0100031,Frederick
545840,MD0110004,Garrett
545848,MD0110225,Garrett
545858,MD0120012,Harford
545929,AZ0410330,Pima
545930,AZ0410330,
545962,MD1170005,Queen Anne's
545981,MD1151028,Montgomery
545988,MD1151042,Montgomery
546072,MD0050205,Caroline
546074,MD0050207,Caroline
546081,MD0060002,Carroll
546087,MD0060010,Carroll
546090,MD0060015,Carroll
546097,WV3301037,Fayette
546098,WV3301037,
546105,WV3301107,Gilmer
546106,WV3301107,
546109,WV3301205,Grant
546110,WV3301205,
546138,MD1121279,Harford
546199,MD1170022,Queen Anne's
546201,MD1170030,Queen Anne's
546202,MD1170033,Queen Anne's
546224,MD1171104,Queen Anne's
546245,WV3304409,Roane
546246,WV3304409,
546247,WV3304507,Summers
546248,WV3304507,
546253,WV3304603,Taylor
546254,WV3304603,
546259,WV3304701,Tucker
546260,WV3304701,
546261,WV3304704,Tucker
546262,WV3304704,
546263,WV3304704,
546264,WV3304704,
546267,WV3304709,Tucker
546268,WV3304709,
546312,ID1280155,Kootenai
546316,ID1280161,Kootenai
546334,105300007,
546335,105300007,
546336,105300007,
546393,MD0230006,Worcester
546394,MD0230007,Worcester
546409,ID1050004,Benewah
546410,ID1050005,Benewah
546436,IN2441063,LaGrange
546437,IN2441063,
546454,KS2010703,Linn
546455,KS2010703,
546462,KS2009301,Kearny
546463,KS2009301,
546470,KS2005901,Franklin
546471,KS2005901,
546476,KS2001517,Butler
546477,KS2001517,
546509,WV3304802,Tyler
546510,WV3304802,
546511,WV3304803,Tyler
546512,WV3304803,
546525,WV3305001,Wayne
546526,WV3305001,
546527,WV3305004,Wayne
546528,WV3305004,
546531,WV3305007,Wayne
546532,WV3305007,
546545,WV3305204,Wetzel
546546,WV3305204,
546547,WV3305205,Wetzel
546548,WV3305205,
546553,WV3305302,Wirt
546554,WV3305302,
546557,WV3305402,Wood
546558,WV3305402,
546580,LA1049027,Jackson Parish
546597,100211202,
546598,100211202,
546599,100211202,
546627,GU0000010,Guam
546628,GU0000010,
546629,GU0000010,
546632,GU0000010,
546633,GU0000010,
546634,GU0000010,
546635,GU0000010,
546636,NE3121023,Lancaster
546637,NE3121023,
546638,GU0000010,
546639,GU0000010,
546640,GU0000010,
546666,MI2291163,Oakland
546693,WV9902027,Berkeley
546694,WV9902027,
546722,KS2012508,Montgomery
546723,KS2012508,
546724,KS2006902,Gray
546725,KS2006902,
546730,KS2105525,Finney
546731,KS2105525,
546732,KS2000703,Barber
546733,KS2000703,
546734,KS2015107,Pratt
546735,KS2015107,
546747,ID1280226,Kootenai
546763,ID1280259,Kootenai
546790,ID1400004,Shoshone
546842,MI0004754,Genesee
546844,CA2000567,Madera
546853,PA3480906,Northampton
546866,TX0200248,Brazoria
546891,PA7210876,Cumberland
546931,MD0190002,Somerset
546944,MD0200005,Talbot
546945,MD0200006,Talbot
546969,ID5160004,Cassia
546975,KS2008706,Jefferson
546976,KS2008706,
546985,KS2008721,Jefferson
546986,KS2008721,
546999,KS2008301,Hodgeman
547000,KS2008301,
547001,KS2008907,Jewell
547002,KS2008907,
547003,KS2008902,Jewell
547004,KS2008902,
547013,KS2006108,Geary
547014,KS2006108,
547017,KS2005304,Ellsworth
547018,KS2005304,
547021,KS2009911,Labette
547022,KS2009911,
547034,MD0060213,Carroll
547037,MD0060215,Carroll
547094,MD1220021,Wicomico
547179,WV3305405,Wood
547180,WV3305405,
547189,WV3305504,Wyoming
547190,WV3305504,
547191,WV3305516,Wyoming
547192,WV3305516,
547193,WV3305517,Wyoming
547194,WV3305517,
547195,WV3305518,Wyoming
547196,WV3305518,
547214,WV3302804,Mercer
547217,WV3302804,
547228,WV3302849,Mercer
547229,WV3302849,
547232,WV3302920,Mineral
547233,WV3302920,
547234,WV3302921,Mineral
547235,WV3302921,
547240,WV3302928,Mineral
547241,WV3302928,
547242,WV3302928,
547243,WV3302928,
547255,WV3303002,Mingo
547256,WV3303002,
547257,WV3303003,Mingo
547258,WV3303003,
547261,ID4080111,Boise
547270,ID3140264,Canyon
547282,ID4200105,Elmore
547337,MD0300002,Baltimore city
547364,TX0030104,Angelina
547366,WV3303029,Mingo
547367,WV3303029,
547376,WV3302857,Mercer
547377,WV3302857,
547384,WV3300523,Brooke
547385,WV3300523,
547426,KS2018304,Smith
547427,KS2018304,
547428,KS2003104,Coffey
547429,KS2003104,
547524,ID2250145,Idaho
547568,GU0000010,
547569,GU0000010,
547659,WV9913096,Greenbrier
547660,WV9913096,
547671,KS2020301,Wichita
547672,KS2020301,
547673,KS2003109,Coffey
547674,KS2003109,
547675,KS2004702,Edwards
547676,KS2004702,
547679,KS2016508,Rush
547680,KS2016508,
547687,KS2010707,Linn
547688,KS2010707,
547689,KS2010708,Linn
547690,KS2010708,
547691,KS2010712,Linn
547692,KS2010712,
547695,KS2010310,Leavenworth
547696,KS2010310,
547707,KS2004903,Elk
547708,KS2004903,
547709,KS2005303,Ellsworth
547710,KS2005303,
547711,KS2012106,Miami
547712,KS2012106,
547713,KS2016702,Russell
547714,KS2016702,
547715,KS2016701,Russell
547716,KS2016701,
547780,MD1211030,Washington
547789,MD0070015,Cecil
547790,MD0070016,Cecil
547791,MD0070017,Cecil
547792,MD0070018,Cecil
547867,105300012,
547868,105300012,
547869,105300012,
547876,105338100,
547877,105338100,
547878,105338100,
547879,101612109,
547880,101612109,
547971,KS2018302,Smith
547972,KS2018302,
548011,CA3901169,San Joaquin
548033,MD1220044,Wicomico
548126,MD1101285,Frederick
548127,OH5540512,Miami
548147,WV3304150,Raleigh
548148,WV3304150,
548195,WV3303011,Mingo
548196,WV3303011,
548279,ID7330014,Madison
548346,WV3304151,Raleigh
548347,WV3304151,
548348,WV3305011,Wayne
548349,WV3305011,
548358,WV3305107,Webster
548359,WV3305107,
548366,WV3301110,Gilmer
548367,WV3301110,
548445,MD1201021,Talbot
548475,WV3303317,Morgan
548476,WV3303317,
548483,WV3303403,Nicholas
548484,WV3303403,
548489,WV3303406,Nicholas
548490,WV3303406,
548491,WV3303508,Ohio
548492,WV3303508,
548495,WV3303513,Ohio
548496,WV3303513,
548497,WV3303514,Ohio
548498,WV3303514,
548499,WV3303516,Ohio
548500,WV3303516,
548561,ID1090253,Bonner
548609,WV3305542,Wyoming
548610,WV3305542,
548626,WV3302507,
548627,WV3302508,Marion
548628,WV3302508,
548631,WV3302512,Marion
548632,WV3302512,
548633,WV3302513,Marion
548634,WV3302513,
548635,WV3302514,Marion
548636,WV3302514,
548639,WV3302517,Marion
548641,WV3302517,
548642,WV3302518,Marion
548643,WV3302518,
548646,WV3302520,Marion
548647,WV3302520,
548648,WV3302521,Marion
548649,WV3302521,
548667,KS2007301,Greenwood
548668,KS2007301,
548669,KS2020102,Washington
548670,KS2020102,
548683,ID7330029,Madison
548738,MD1171197,Queen Anne's
548828,ID1280322,Kootenai
548867,MD1121347,Harford
548903,WV9919051,Jefferson
548904,WV9919051,
548920,KS2011507,Marion
548921,KS2011507,
548922,KS2011302,McPherson
548923,KS2011302,
548942,KS2015303,Rawlins
548943,KS2015303,
549041,WV9938035,Pocahontas
549042,WV9938035,
549120,WV3301525,Hancock
549121,WV3301525,
549130,WV3303413,Nicholas
549132,WV3303413,
549201,MD1121003,Harford
549296,NN3510001,
549347,MD1221192,Wicomico
549349,ME0008202,Cumberland
549350,ME0008202,
549387,WV3302363,Logan
549388,WV3302363,
549389,WV3301741,Harrison
549390,WV3301741,
549404,WV3304307,Ritchie
549405,WV3304307,
549443,WV3303802,Pocahontas
549444,WV3303802,
549447,WV3303804,Pocahontas
549448,WV3303804,
549449,WV3303808,Pocahontas
549450,WV3303808,
549453,MD1121062,Harford
549472,MD1121108,Harford
549480,MD1121126,Harford
549483,MD1121154,Harford
549510,ID3370035,Owyhee
549511,ID3370035,
549527,ID7330067,Madison
549529,NN3510001,
549540,ID1110001,Boundary
549541,ID1110003,Boundary
549543,ID1110008,Boundary
549545,ID1110019,Boundary
549549,NN3536022,
549550,NN3536022,
549557,NN4900223,
549558,NN4900223,
549580,WV3302523,Marion
549581,WV3302523,
549590,WV3302532,Marion
549591,WV3302532,
549592,WV3302533,Marion
549593,WV3302533,
549674,ID5160087,Cassia
549697,WV3303909,Preston
549698,WV3303909,
549699,WV3303912,Preston
549700,WV3303912,
549701,WV3303914,Preston
549713,MD0010018,Allegany
549799,ID5340036,Minidoka
549826,ID3140274,Canyon
549865,KS2004703,Edwards
549866,KS2004703,
549869,KS2014702,Phillips
549870,KS2014702,
549873,KS2016109,Riley
549874,KS2016109,
549877,KS2000105,Allen
549878,KS2000105,
549883,KS2009916,Labette
549884,KS2009916,
549896,WV3303914,
549917,WV3304115,Raleigh
549923,ID3380038,Payette
549939,ID1090289,Bonner
549945,ID1110030,Boundary
549969,ID1280035,Kootenai
550013,WV3300508,Brooke
550014,WV3300508,
550021,WV3300516,Brooke
550022,WV3300516,
550025,WV3300608,Cabell
550026,WV3300608,
550031,WV3300702,Calhoun
550032,WV3300702,
550033,WV3300703,Calhoun
550034,WV3300703,
550035,WV3300801,Clay
550036,WV3300801,
550045,WV3301008,Fayette
550046,WV3301008,
550091,ID3140278,Canyon
550146,MD0090221,Dorchester
550152,WV3304115,
550155,WV3304120,Raleigh
550156,WV3304120,
550159,WV3304138,Raleigh
550160,WV3304138,
550163,WV3304140,Raleigh
550164,WV3304140,
550165,WV3304144,Raleigh
550166,WV3304144,
550175,WV3304208,Randolph
550176,WV3304208,
550177,WV3304209,Randolph
550179,WV3304209,
550180,WV3304211,Randolph
550181,WV3304211,
550186,WV3304215,Randolph
550187,WV3304215,
550190,WV3304301,Ritchie
550191,WV3304301,
550192,WV3304302,Ritchie
550193,WV3304302,
550194,WV3304303,Ritchie
550195,WV3304303,
550196,WV3304306,Ritchie
550197,WV3304306,
550200,WV3304407,Roane
550201,WV3304407,
550202,WV3304408,Roane
550203,WV3304408,
550214,IL0195925,Champaign
550235,OH7036112,Richland
550270,PA7011000,Adams
550276,105300028,
550277,105300028,
550278,105300028,
550288,MD1230012,Worcester
550337,ID5160086,Cassia
550338,ID5160086,
550363,WV3302364,Logan
550364,WV3302364,
550365,WV3302364,
550368,KS2007702,Harper
550369,KS2007702,
550378,KS2019704,Wabaunsee
550379,KS2019704,
550384,KS2009703,Kiowa
550385,KS2009703,
550398,NC0276651,Randolph
550399,NC0276651,
550499,IN2570050,Noble
550500,IN2570050,
550599,NM3500104,Colfax
550604,NC0113220,Cabarrus
550605,NC0113220,
550723,104101102,
550724,104101102,
550725,104101102,
550751,NE3121290,York
550752,NE3121290,
550765,IN5227023,Grant
550766,IN5227023,
550783,NC0230010,Davie
550784,NC0230010,
550810,NC0156125,McDowell
550811,NC0156125,
550867,NC0180110,Rowan
550868,NC0180110,
550887,NC0276545,Randolph
550888,NC0276545,
550893,NC0285025,Stokes
550894,NC0285025,
550928,IN2710422,St. Joseph
550929,IN2710422,
551023,IN2730837,Shelby
551024,IN2730837,
551148,IN5270002,Rush
551149,IN5270002,
551168,IN2710484,St. Joseph
551169,IN2710484,
551180,IN2710533,St. Joseph
551181,IN2710533,
551210,IN2710635,St. Joseph
551211,IN2710635,
551232,CO0105300,Baca
551233,CO0105500,Baca
551234,CO0105700,Baca
551235,CO0105800,Baca
551236,CO0105900,Baca
551237,CO0106200,Bent
551239,CO0106500,Bent
551242,CO0107152,Boulder
551305,CO0224310,Gilpin
551340,105338102,
551341,105338102,
551363,105338114,
551364,105338114,
551365,105338114,
551413,IN2860009,Warren
551414,IN2860009,
551528,CO0108925,Chaffee
551529,CO0221121,El Paso
551540,NM3500104,
551543,IN5265004,Posey
551544,IN5265004,
551545,IN5265006,Posey
551546,IN5265006,
551608,CO0153718,Rio Grande
551651,NC0425127,Craven
551652,NC0425127,
551659,NC0416015,Carteret
551660,NC0416015,
551665,NC0416028,Carteret
551666,NC0416028,
551669,NC0416035,Carteret
551670,NC0416035,
551677,NC0416182,Carteret
551678,NC0416182,
551746,NC4092094,Wake
551747,NC4092094,
551777,NV0001139,Clark
551817,IN5268008,Randolph
551818,IN5268008,
551825,IN5269001,Ripley
551826,IN5269001,
551831,IN5269004,Ripley
551832,IN5269004,
551835,IN5269006,Ripley
551953,NC0111401,Buncombe
551954,NC0111401,
552178,CO0134466,La Plata
552219,CO0221301,El Paso
552225,CO0130184,Jefferson
552229,CO0139220,Mesa
552233,CO0119673,Eagle
552384,IN2430926,Kosciusko
552385,IN2430926,
552429,IN5259002,Orange
552430,IN5259002,
552441,IN5261001,Parke
552442,IN5261001,
552445,IN5261003,Parke
552446,IN5261003,
552467,IN5263001,Pike
552468,IN5263001,
552476,MD0070202,Cecil
552552,IN2460005,LaPorte
552553,IN2460005,
552556,IN2750002,Starke
552557,IN2750002,
552611,WV9955083,Wyoming
552612,WV9955083,
552705,IN2750039,Starke
552735,PA4600871,Union
552754,TX2360090,Walker
552854,IN2680004,Randolph
552855,IN2680004,
552892,NC0416447,Carteret
552893,NC0416447,
552896,NC0421010,Chowan
552897,NC0421010,
552925,NC0150193,Jackson
552926,NC0150193,
552950,NC0102129,Alexander
552951,NC0102129,
553004,NC0105500,Ashe
553005,NC0105500,
553039,CO0263321,Yuma
553066,CO0210624,Clear Creek
553132,NC0201010,Alamance
553133,NC0201010,
553134,NC0201015,Alamance
553135,NC0201015,
553136,NC0201018,Alamance
553137,NC0201018,
553138,NC0201020,Alamance
553139,NC0201020,
553140,NC0201025,Alamance
553141,NC0201025,
553142,NC0201030,Alamance
553143,NC0201030,
553144,NC0201035,Alamance
553145,NC0201035,
553159,NC0181538,Rutherford
553160,NC0181538,
553179,CO0123500,Garfield
553186,CO0262684,Weld
553207,NC0195020,Watauga
553208,NC0195020,
553240,MD1231176,Worcester
553244,IN5269006,
553245,IN5269007,Ripley
553246,IN5269007,
553257,IN2760913,Steuben
553258,IN2760913,
553396,ID1280314,Kootenai
553404,MD1131021,Howard
553414,MO2010215,Carroll
553415,MO2010215,
553419,CA5100149,Sutter
553422,TX1520327,Lubbock
553428,CO0251743,Pueblo
553429,CO0152188,Rio Blanco
553442,CO0101675,Adams
553456,CO0126715,Gunnison
553461,CO0263705,Yuma
553462,CO0263299,Yuma
553640,IN2750039,
553676,NC4073007,Person
553677,NC4073007,
553985,NE3120721,York
553986,NE3120721,
554015,NE3120764,York
554016,NE3120764,
554118,NC0188561,Transylvania
554119,NC0188561,
554153,IN5229023,Hamilton
554154,IN5229023,
554219,NC0157015,Macon
554220,NC0157015,
554221,NC0160211,Mecklenburg
554222,NC0160211,
554284,CO0260161,Teller
554298,CO0247500,Park
554299,CO0247500,
554300,CO0101188,Adams
554342,IN5263006,Pike
554343,IN5263006,
554356,CO0155518,Saguache
554417,101612109,
554427,105300024,
554428,105300024,
554429,105300002,
554430,105300002,
554431,105300002,
554508,NC0235488,Franklin
554509,NC0235488,
554688,105311103,
554689,105311103,
554690,105311103,
554744,IN2160002,Decatur
554745,IN2160002,
554770,NC0201404,Alamance
554771,NC0201404,
554827,PA7360945,Lancaster
554839,IN2690806,Ripley
554840,IN2690806,
554883,IN2710032,St. Joseph
554884,IN2710032,
554913,NC5063023,Moore
554914,NC5063023,
554919,NC6027009,Currituck
554920,NC6027009,
555024,IN2710873,St. Joseph
555025,IN2710873,
555030,IN2730007,Shelby
555031,IN2730007,
555092,105300026,
555093,105300026,
555094,105300026,
555123,IN5232017,Hendricks
555124,IN5232017,
555130,IN2710078,St. Joseph
555131,IN2710078,
555154,CO0101025,Adams
555155,CO0101030,Adams
555170,CO0101125,Adams
555182,CO0102100,Alamosa
555183,CO0102200,Alamosa
555184,CO0102300,Alamosa
555195,CO0103081,Arapahoe
555197,CO0103095,Arapahoe
555227,CO0115784,Delta
555239,CO0121080,El Paso
555254,CO0104533,Archuleta
555273,NC0241695,Guilford
555274,NC0241695,
555378,NC0392261,
555389,NC0392597,Wake
555390,NC0392597,
555401,NC0363015,Moore
555402,NC0363015,
555403,NC0363020,Moore
555404,NC0363020,
555405,NC0363025,Moore
555406,NC0363025,
555407,NC0363030,Moore
555408,NC0363030,
555421,NC0392082,Wake
555422,NC0392082,
555423,NC0392083,Wake
555424,NC0392083,
555425,NC0392084,Wake
555426,NC0392084,
555440,IN2850153,Wabash
555441,IN2850153,
555510,NC0469025,Pamlico
555511,NC0469025,
555579,TX1550136,McLennan
555615,NC0112055,Burke
555616,NC0112055,
555635,NC3041023,Guilford
555636,NC3041023,
555643,NC0113126,Cabarrus
555644,NC0113126,
555647,NC0113188,Cabarrus
555648,NC0113188,
555659,NC1050030,Jackson
555660,NC1050030,
555665,CO0114550,Custer
555674,CO0115352,Delta
555685,CO0117300,Dolores
555702,NC3041085,Guilford
555703,NC3041085,
555752,TX1370019,Kleberg
555785,NC0188118,Transylvania
555786,NC0188118,
555821,NV0000193,Washoe
555823,IN2460350,LaPorte
555824,IN2460350,
555867,IN5279017,Tippecanoe
555868,IN5279017,
555873,IN5279023,Tippecanoe
555874,IN5279023,
555887,IN5282003,Vanderburgh
555888,IN5282003,
555900,NC0326367,Cumberland
555901,NC0326367,
555928,CO0118025,Douglas
555929,CO0118030,Douglas
555930,CO0118035,Douglas
555933,CO0118050,Douglas
555941,CO0118085,Douglas
555973,CO0121175,El Paso
555974,CO0121200,El Paso
555975,CO0121220,El Paso
555976,NC0285417,Stokes
555977,NC0285417,
556082,MD1100024,Frederick
556129,IN5288004,
556130,IN5288005,Washington
556131,IN5288005,
556132,IN5288006,Washington
556133,IN5288006,
556169,NC0319050,Chatham
556170,NC0319050,
556171,NC0319104,Chatham
556172,NC0319104,
556183,NC0326375,Cumberland
556184,NC0326375,
556185,NC0326286,Cumberland
556186,NC0326286,
556262,NC0299118,Yadkin
556263,NC0299118,
556282,NC0285010,Stokes
556283,NC0285010,
556370,NC0378035,Robeson
556371,NC0378035,
556372,NC0378040,Robeson
556373,NC0378040,
556376,NC0378055,Robeson
556377,NC0378055,
556380,NC0351166,Johnston
556381,NC0351166,
556384,NC0351168,Johnston
556385,NC0351168,
556388,NC0362120,Montgomery
556389,NC0362120,
556407,IN5291008,White
556408,IN5291008,
556446,PA1466227,Montgomery
556471,CO0137005,Lincoln
556473,CO0137012,Lincoln
556479,CO0138025,Logan
556480,CO0138030,Logan
556482,CO0138045,Logan
556485,CO0139205,Mesa
556487,CO0139434,Mesa
556499,CO0142750,Montezuma
556508,CO0143533,Montrose
556509,CO0143559,Montrose
556615,NC0118151,Catawba
556616,NC0118151,
556644,NC0392759,Wake
556645,NC0392759,
556660,NC0392347,Wake
556661,NC0392347,
556666,NC0392351,Wake
556667,NC0392351,
556746,IN2460189,LaPorte
556747,IN2460189,
556757,NC0392218,Wake
556758,NC0392218,
556796,IN2440827,LaGrange
556797,IN2440827,
556800,IN2440829,LaGrange
556801,IN2440829,
556802,IN2440830,LaGrange
556803,IN2440830,
556825,IN2440856,LaGrange
556826,IN2440856,
556833,IN5283009,Vermillion
556834,IN5283009,
556909,CO0121300,El Paso
556919,CO0121475,El Paso
556921,CO0121550,El Paso
556925,CO0121625,El Paso
556981,IN2431159,Kosciusko
556982,IN2431159,
557030,NC0392395,Wake
557031,NC0392395,
557102,CO0123676,Garfield
557106,CO0123710,Garfield
557135,CO0126117,Gunnison
557136,CO0126121,Gunnison
557139,CO0126188,Gunnison
557148,NC0319126,Chatham
557149,NC0319126,
557170,CO0121841,El Paso
557171,CO0121845,El Paso
557173,CO0121900,El Paso
557175,CO0121950,El Paso
557181,CO0122500,Fremont
557183,CO0122600,Fremont
557184,CO0122700,Fremont
557188,CO0123123,Garfield
557222,NC0285015,Stokes
557223,NC0285015,
557224,NC0285020,Stokes
557225,NC0285020,
557276,NC0150113,Jackson
557277,NC0150113,
557302,IN2201104,Elkhart
557303,IN2201104,
557322,IN2441072,LaGrange
557323,IN2441072,
557339,CO0160050,Teller
557341,CO0160095,Teller
557343,CO0160175,Teller
557347,CO0160200,Teller
557353,CO0160450,Teller
557356,CO0160600,Teller
557358,CO0160700,Teller
557375,CO0162302,Weld
557385,IN2790966,Tippecanoe
557386,IN2790966,
557455,CO0144010,Morgan
557458,CO0144025,Morgan
557459,CO0144035,Morgan
557460,CO0145030,Otero
557462,CO0145090,Otero
557463,CO0145120,Otero
557464,CO0145150,Otero
557465,CO0145180,Otero
557466,CO0145210,Otero
557467,CO0145300,Otero
557468,CO0145330,Otero
557471,CO0145450,Otero
557473,CO0145540,Otero
557474,CO0145570,Otero
557476,CO0145630,Otero
557477,CO0145660,Otero
557478,CO0145690,Otero
557479,CO0145720,Otero
557480,CO0145750,Otero
557481,CO0145780,Otero
557555,NC3041130,Guilford
557556,NC3041130,
557591,NC0416197,Carteret
557592,NC0416197,
557611,NC0425035,Craven
557612,NC0425035,
